sentimen,tweet,tweet_preprocess
netral,"Ekonomi Salah Arah, Prabowo Salahkan Presiden-Presiden Sebelum Jokowi #PrabowoSalahkanSBY https://www.jawapos.com/ekonomi/bisnis/13/04/2019/ekonomi-salah-arah-prabowo-salahkan-presiden-presiden-sebelum-jokowi/Â â€¦",ekonomi salah arah prabowo salah presiden presiden jokowi https www jawapos com ekonomi bisnis ekonomi salah arah prabowo salah presiden presiden jokowi
positif,"Alhamdulillah,smoga terlaksana cita2 #prabowosandi.Aamiin  ""Janji Tak Ambil Gaji Jika Menang Pilpres,Prabowo:Bukti Kita Tulus"" #PrabowoSandiMenangDebat #HoaxJkwMenangTotalDebat pic.twitter.com/H4nHVGgVtD",alhamdulillah smoga laksana cita aamiin janji ambil gaji menang pilpres prabowo bukti tulus pic twitter com hnhvggvtd
positif,"Jika Terpilih, Prabowo-Sandiaga Janji Tak Ambil Gaji. . Gak ada yg kek beginian di tetangga sebelah. Mantul Bang...  http://detik.id/64sS5rÂ ",pilih prabowo sandiaga janji ambil gaji gak yg kek tetangga belah mantul bang http detik id ssr
positif,"Setuju pak @jokowi  nomer satu adalah persatuan bangsa, urusan presiden nomer dua saja. NKRI harga mati Merdeka ðŸ’ªðŸ‡®ðŸ‡©",tuju jokowi nomer satu bangsa urus presiden nomer nkri harga mati merdeka
positif,"setuju. bang sandi emg paham betul soal ekonomi, Pak Prabowo paham betul masalah Pertahanan dan Keamanan. PAS pokoknya",tuju bang sandi emg paham ekonomi prabowo paham pe ahanan aman pas pokok
netral,"Pak Jokowi, semalam tanya soal e-Sport, sebenarnya arahnya mau ke perkembangan investasi & ekonomi digital. Tapi dijawab dengan Kebutuhan Pangan.",jokowi malam e spo arah kembang investasi ekonomi digital butuh pangan
netral,"mungkin nanti kalo pak jokowi kepilih lagi, alangkah lebih baiknya menajdikan paslon 2 jadi menteri ekonomi. jadi indonesia makin maju.  tos dulu dong, gw dah cocok jd presiden blm?",kalo jokowi pilih alangkah baik menajdikan paslon menteri ekonomi indonesia maju tos gw dah cocok jd presiden blm
negatif,Nggak terima gaji tapi ngeruk yg lainðŸ˜Š,nggak terima gaji ngeruk yg
negatif,"Itulah kehebatan seorg wowo dan tim ekonominya yg selalu berpikir mundur kebelakang, lain dgn P. jokowi dan tim ekonominya yg berpikiran kedpn demi masa dpn generasi yg akn dtg.  Tim ekonom wowo hanya berpikir bagaimana menyenangkan rakyat dgn subsidi yg sifatnya sementara.",hebat seorg wowo tim ekonomi yg pikir mundur belakang dgn p jokowi tim ekonomi yg pikir kedpn dpn generasi yg akn dtg tim ekonom wowo pikir senang rakyat dgn subsidi yg sifat
positif,Isu SDG dibahas saat Pk Jokowi menjelaskan kalau pertumbuhan ekonomi tdk berarti kalau ketimpangan tdk diperhatikan,isu sdg bahas pk jokowi pe umbuhan ekonomi tdk bera i timpang tdk perhati
negatif,"Sumber uangnya jelas dan jumlahnya cuma 50 milyar.  Dibanding Wowo Genderuwo yg 1,9 trilyun, dari manakah prajurit yg makan dari gaji negara bisa ngumpulin duit segitu?",sumber uang milyar banding wowo genderuwo yg trilyun mana prajurit yg makan gaji negara ngumpulin duit segitu
netral,"Pajak income naik, pajak kendaraan naik, pbb naik, pajak usaha naik.",pajak income pajak kendara pbb pajak usaha
negatif,"Insinyur Kehutanan mau ""ngajari"" Pengusaha Besar yg Doktor dan MBA ttg ekonomi makro. Yang waras sopo ??? Tgl.17/4 datangi ""TPS"" (Tusuk PRABOWO SANDI)",insinyur hutan ngajari usaha yg doktor mba ttg ekonomi makro waras sopo tgl datang tps tusuk prabowo sandi
positif,"Blm ada capres dan cawapres mau buat janji tdk akan menerima gajinya selama menjabat, yg sdh hd presiden saja blm pernah dengar. Cek akal sehat  Prabowo-Sandi Tak Mau Digaji, Berapa Gaji Presiden Sekarang?  http://detik.id/6YXLcDÂ ",blm capres cawapres janji tdk terima gaji jabat yg sdh hd presiden blm dengar cek akal sehat prabowo sandi gaji gaji presiden http detik id yxlcd
negatif,"Insinyur Kehutanan ( bener gak sih??) mau ""ngajari"" Pengusaha Besar yg Doktor dan MBA ttg ekonomi makro. Yang waras sopo ??? Tgl.17/4 datangi ""TPS"" (Tusuk PRABOWO SANDI)",insinyur hutan bener gak sih ngajari usaha yg doktor mba ttg ekonomi makro waras sopo tgl datang tps tusuk prabowo sandi
negatif,Pilih Pemimpin yang mengabdi bukan seperti jokowi ngemis gaji ðŸ˜ #BeraniPilih02 pic.twitter.com/f2ptPOiGQk,pilih pimpin abdi sepe i jokowi ngemis gaji pic twitter com fptpoigqk
negatif,"Lah itu naik pesawat, sewa hotel bisa, Terus ekonomi Indonesia mana yang darurat?",pesawat sewa hotel ekonomi indonesia darurat
positif,Bpk pasti menang...sayang keinginan menang bpk terlalu besar shg berbagai macam cara dilakukan oleh orang2 bpk..sehingga saat ini anak bangsa terpecah dan saling benci ..dan luka ini sulit sembuh...spt Aremania VS Bonek..hargailah org yg maju utk menjadi calon cawapres,bpk menang sayang menang bpk shg orang bpk anak bangsa pecah benci luka sulit sembuh spt aremania vs bonek harga org yg maju utk calon cawapres
positif,"Even seumur hidup pun mereka tidak akan pernah terima apalagi ambil gaji dari negara krn tidak pernah mencicipi jdi presiden NKRI. Berdasarkan UU, capres abadi tidak digaji oleh negara.",even umur hidup terima ambil gaji negara krn cicip jdi presiden nkri dasar uu capres abadi gaji negara
netral,"CEK FAKTA : Prabowo Sebut Banyak Aset WNI di Luar Negeri, Ini Data Ditjen Pajak  https://news.harianjogja.com/read/2019/04/14/500/985185/cek-fakta-prabowo-sebut-banyak-aset-wni-di-luar-negeri-ini-?utm_source=dlvr.it&utm_medium=twitterÂ â€¦ pic.twitter.com/JwQqVGbA8y",cek fakta prabowo aset wni negeri data ditjen pajak https news harianjogja com read cek fakta prabowo aset wni negeri utm source dlvr it utm medium twitter pic twitter com jwqqvgbay
negatif,Di tanya ttg e-sport jawabnya ttg pertanian dan ekonomiðŸ˜‚ðŸ˜‚ðŸ˜‚  Sebenarnya prabowo ini kuliahnya di universitas mana sih..? Pertanyaan ama jawaban gk nyambung amat.klenger apa keblinger.ðŸ¤£ðŸ¤£ðŸ¤£,ttg e spo ttg pe ani ekonomi prabowo kuliah universitas sih pe anyaan ama gk nyambung klenger keblinger
netral,"Itu tendangan pinalti prabowo pokoknya fokus pd pangan&gizi murah,harga2 terjangkau, pertanian sbg produk unggulan negara. Bhs millenial>EGP  e' support jk hny sok2an. E'support hrus terafiliasi dg produk unggul, bukan cetakcetek gadgetðŸ™ˆ @KPU_ID @BappenasRI https://twitter.com/temposains/status/1117232508037242880Â â€¦",tendang pinalti prabowo pokok fokus pd pangan gizi murah harga jangkau pe ani sbg produk unggul negara bhs millenial egp e suppo jk hny sok e suppo hrus afiliasi dg produk unggul cetakcetek gadget kpu id bappenasri https twitter com temposains status
netral,Klo prinsip menurunkan harga harus bisa menaikkan pendapatan itu ekonomi equilibrium keseimbangan tidak mudah itu pake logika kita berpikir damai selalu,klo prinsip turun harga naik dapat ekonomi equilibrium imbang mudah pake logika pikir damai
netral,"Kalau ekonomi gk tumbuh, anda gagal membuat ekonomi lebih baik, pemerataan ekonomi itu impact nya ke pertumbuhan ekonomi, kalau pemerataan ekonomi tidak berimpact pada pertumbuhan ekonomi ya itu gagal namanya ðŸ˜„ðŸ˜„ðŸ˜„",ekonomi gk tumbuh gagal ekonomi perata ekonomi impact nya pe umbuhan ekonomi perata ekonomi berimpact pe umbuhan ekonomi ya gagal nama
negatif,"emang gue pikirin.... gue cuma mikir jd presiden soal kerja itu sih ga masalah, rakyat Ind sih akan diem saja mbok sby ajah tidur mulu bisa 10 thn lha pa Jokowi kerja keras malah ga dihargai, mendingan bobo deh... makanya wowo ga usah dipilih tau!",emang gue pikirin gue mikir jd presiden kerja sih ga rakyat ind sih diem mbok sby ajah tidur mulu thn lha pa jokowi kerja keras ga harga mending bobo deh wowo ga pilih tau
netral,"Sepertinya ML, PUBG, dan DOTA lebih bisa memajukan ekonomi dan sekaligus meningkatkan kesejahteraan rakyat ya pak @jokowi",sepe inya ml pubg dota maju ekonomi tingkat sejahtera rakyat ya jokowi
netral,"Lah nalarnya jg di mana? Yg dibahas ttg ekonomi makro, tp malah ngomongin mikro (ibu2 ngeluh harga2 pd naik), ra nyambung geblek. Ibarat motong rumput mestinya pake cengkrong, ini malah pake gunting kuku.",nalar jg yg bahas ttg ekonomi makro tp ngomongin mikro ngeluh harga pd ra nyambung geblek motong rumput mesti pake cengkrong pake gunting kuku
netral,Prabowo: Strategi Ekonomi Indonesia Sudah Lama Salah Arah -  http://Bisnis.comÂ  http://dlvr.it/R2mXxgÂ ,prabowo strategi ekonomi indonesia salah arah http bisnis com http dlvr it rmxxg
negatif,Yg membuat ekonomi maju itu membangun industri game Bukan bangun e-sport Ampun dah pak Jokowi  Yg membuka lapangan kerja bnyk itu jdi atlet bulutangkis  Atau bikin pabrik alat olahraga ðŸ˜«,yg ekonomi maju bangun industri game bangun e spo ampun dah jokowi yg buka lapang kerja bnyk jdi atlet bulutangkis bikin pabrik alat olahraga
negatif,Pertanyaan 01 emang lebay sok milenial tapi 02 sayangnya goblok harusnya dibantah itu atau jelasin dgn bukti2 yg ada kalau game ol gak pengaruh pd ekonomi Indonesia secara umum.,pe anyaan emang lebay sok milenial sayang goblok ban jelasin dgn bukti yg game ol gak pengaruh pd ekonomi indonesia
negatif,Gaji gak di ambil..? Sudah kaya? Lah napa kmrn minta sumbangan untuk dana kampanye,gaji gak ambil kaya napa kmrn sumbang dana kampanye
positif,"Terimakasih Bapak Prabowo Subianto dan bang Sandiaga Uno Salahuddin Uno,gaji BPK ""tdk akan diambil dan untuk kepentingan masyarakat Indonesia, terimakasih dan terimakasih . rakyat Indonesia menanti bapak sebagai PRESIDEN INDONESIA yg adil makmur dr Sabang sampai Merauke",terimakasih prabowo subianto bang sandiaga uno salahuddin uno gaji bpk tdk ambil penting masyarakat indonesia terimakasih terimakasih rakyat indonesia presiden indonesia yg adil makmur dr sabang merauke
positif,"Pengakuan yg jujur bahwa sembako mahal sehingga perlu kartu. Karena permintaan terhadap kartu meningkat , maka sesuai hukum supply dan demand, harga kartu pun akan naik dan perlu diciptakan kartu baru, begitu seterusnya",aku yg jujur sembako mahal ka u minta ka u tingkat sesuai hukum supply demand harga ka u cipta ka u
netral,"Kalau ada kasus 1 dr 3 anak di ibukota tidak sarapan, probabilitasnya: 1. Kelg nya tidak mentradisikan sarapan 2. Kelg kurang mampu dan itu menjadi tggjwb Gub DKI 3. Persoalan ekonomi bangsa 4. Lainnya ...",dr anak ibukota sarap probabilitas kelg nya tradisi sarap kelg tggjwb gub dki ekonomi bangsa
positif,"Lah jawab dong. Kan ada pertanyaan tuh di atas. Ada data? Coba jelaskan pake analisis ilmu ekonomi. Gitu. Maaf ya, debatnya jokowi mah selalu ada data. Bisa bedain kemakan hoax sma based on data? Jgn2 di lo, data itu hoax dan hoax itu data? Haha menarik.",pe anyaan tuh data coba pake analisis ilmu ekonomi gitu maaf ya debat jokowi mah data bedain makan hoax sma based on data jgn lo data hoax hoax data haha tarik
positif,"Bu Regina kudhu pilih jokowi nih, uda dibantuin jelasin soal makroekonomi ðŸ˜  https://twitter.com/lavivrie/status/1117097737432911874Â â€¦",bu regina kudhu pilih jokowi nih uda dibantuin jelasin makroekonomi https twitter com lavivrie status
netral,"Ardy merespon pernyataan yang dilontarkan capres 02 saat berdebat soal kondisi ekonomi Indonesia yang dinilainya slah. Bowo mengaku tdk menyalahkan Jokowi,ini merupakan salah semua pihak, termasuk kesalahan presiden sebelum Jokowi  https://bit.ly/2P9hitDÂ  #PrabowoSalahkanSBY",ardy merespon nyata lontar capres debat kondisi ekonomi indonesia nila slah bowo aku tdk salah jokowi salah salah presiden jokowi https bit ly phitd
positif,"Doyan amat bang sandi bodohi org. Gak usah minta simpati, buktikan dengan kerja nyata saja, makanya pak Jokowi favorit.. Gak ada artinya gak ambil gaji dengan potensi kebocoran di tangan anda",doyan bang sandi bodoh org gak simpati bukti kerja nyata jokowi favorit gak a inya gak ambil gaji potensi bocor tangan
negatif,gaji pres hanya cukup unt beli tusuk gigi buat prabowo,gaji pres unt beli tusuk gigi prabowo
negatif,"Pa @prabowo autokritik, bapaknya saja lama jadi mentri ekonomi. Dikira cuma SBY yang jadi presiden?",pa prabowo autokritik bapak tri ekonomi sby presiden
netral,Info Nih PS bilang didebat keadaan ekonomi Indonesia saat ini bukan salah @jokowi tp salah pemimpin2 terdahulu. Jd utk penggemar 02 jangan salahkan Jokowi lagi ya  https://bit.ly/2UyAoiRÂ  @sukangetweet @bocahsosmed @saaebunglon #PrabowoSalahkanSBY,info nih ps bilang debat ekonomi indonesia salah jokowi tp salah pimpin jd utk gemar salah jokowi ya https bit ly uyaoir sukangetweet bocahsosmed saaebunglon
positif,Diharapkan karyawan meniru seperti prabowo dan sandi untuk tdk mengambil gaji sepeserpun,harap karyawan tiru sepe i prabowo sandi tdk ambil gaji peser
negatif,Sindiran prabowo kepada petahana yang tidak bisa memperbaiki ekonomi negeri ini.,sindir prabowo tahana baik ekonomi negeri
netral,"Kata Wowo kesalahan arah ekonomi yang mengakibatkan terjadinya deindustrialisasi adlh salah semua pihak. Termasuk presiden-presiden sebelum Jokowi. Lah, ekonomi Indonesia masa Pak Jokowi baik-baik aja tuh. Malah ngehoaks dengan menyalahkan Presiden terdahulu. #PrabowoSalahkanSBY",wowo salah arah ekonomi akibat deindustrialisasi adlh salah presiden presiden jokowi ekonomi indonesia jokowi aja tuh ngehoaks salah presiden
netral,"* Terpilih jadi Presiden/Wapres, Prabowo-Sandi Berjanji Akan Berikan Gajinya bagi Kaum Miskin, Yatim, Dhuafa  http://dlvr.it/R2mXdFÂ  pic.twitter.com/796gpNykaN",pilih presiden wapres prabowo sandi janji gaji kaum miskin yatim dhuafa http dlvr it rmxdf pic twitter com gpnykan
negatif,"Info Nih Ketika paslon 01 bahas ekonomi makro scr global, paslon 02 jawabnya sprti anak bayi yg nggak ngerti apa2. Hanya bisa lihat ini itu tp masih belajar utk memahami suatu pernyataan.   https://bit.ly/2X8pIEvÂ  #PrabowoSalahkanSBY @jokowi.@sukangetweet @bocahsosmed @saaebunglon",info nih paslon bahas ekonomi makro scr global paslon sp i anak bayi yg nggak nge i lihat tp ajar utk paham nyata https bit ly xpiev jokowi sukangetweet bocahsosmed saaebunglon
negatif,Yg kami butuhkan adalah harga sembako yg terjangkau....bukam game mobile legend yg membuat anak2 kami malas beljar,yg butuh harga sembako yg jangkau bukam game mobile legend yg anak malas beljar
negatif,"Tanda2 ketololan seorang jokowi makin nampak... Wkwkwk lagi debat serius soal urusan perekonomi rakyat di suatu bangsa malah pake maen2 bawa game bocah segala wkwkk tolol dipeliara terus jdnya makin dungu, planga plongo bikin malu bangsa !!!",tanda tolol jokowi nampak wkwkwk debat serius urus ekonomi rakyat bangsa pake maen bawa game bocah wkwkk tolol dipeliara jdnya dungu planga plongo bikin malu bangsa
netral,"Penutup: Sandi tak Ambil Gaji, Prabowo Sindir Freeport  http://detik.id/6V82WcÂ ",tutup sandi ambil gaji prabowo sindir freepo http detik id vwc
netral,Tolong yang bilang jokowi gak ngerti ekonomi tonton dulu video ini   https://youtu.be/gp8e4Kp56cgÂ   dan kalau kalian bener2 ngerti ekonomi bantah tu si ahli ekonom #JokowiMenangTotalDebat,tolong bilang jokowi gak nge i ekonomi tonton video https youtu be gpekpcg bener nge i ekonomi bantah tu si ahli ekonom
netral,"Jokowi Tanya e-Sport Mobile Legends ke Prabowo-Sandi, 02 Malah Jawab Turunkan Harga 'Rakyat Susah' - Tribun Timur  http://makassar.tribunnews.com/2019/04/14/jokowi-tanya-e-sport-mobile-legends-ke-prabowo-sandi-02-malah-jawab-turunkan-harga-rakyat-susahÂ â€¦",jokowi e spo mobile legends prabowo sandi turun harga rakyat susah tribun timur http makassar tribunnews com jokowi e spo mobile legends prabowo sandi turun harga rakyat susah
positif,Gaji adalah hak bp ambil saja ....kenapa ga mau diambil? Itu adalah hak bp prabowo dan pa sandiaga ...ambil aja ya pa...kami ikhlas ...sekali lagi karena gaji itu hak bapa..,gaji hak bp ambil ga ambil hak bp prabowo pa sandiaga ambil aja ya pa ikhlas gaji hak bapa
netral,"@sandiuno Jokowi bangun bendungan2, ctk sawah, tali air utk tingkatkan produk beras. Bkn gagah2an Begini caranya kerja, hrs bertahap,  saya akan bangun ekonomi segera dinikmati rakyat. Enak aja spt balik tekapak tangan. Memangnya punya lampu Aladin",sandiuno jokowi bangun bendung ctk sawah tali air utk tingkat produk beras bkn gagah kerja hrs be ahap bangun ekonomi nikmat rakyat enak aja spt tekapak tangan memang lampu aladin
netral,"Debat terakhir capres: Sandiaga sebut 'referendum ekonomi', Jokowi: 'tidak mungkin langsung balikkan tangan'  http://www.bbc.com/indonesia/indonesia-47921255?utm_source=dlvr.it&utm_medium=twitterÂ â€¦ pic.twitter.com/oOv1Zwegn9",debat capres sandiaga referendum ekonomi jokowi langsung balik tangan http www bbc com indonesia indonesia utm source dlvr it utm medium twitter pic twitter com oovzwegn
positif,gaji prabowo-sandi bakal buat kaum yatim & dhuafa. suda mantups w tps d,gaji prabowo sandi kaum yatim dhuafa suda mantups w tps d
netral,Capres dan Cawapres nomor urut 02 mengkritik mengenai kebijakan makro ekonomi yang diterapkan pemerintah Indonesia. Kritikan itu justru ditujukan pada pemerintahan sebelumnya.  https://bit.ly/2P7UjzkÂ  @KPU_RI @KPU_ID @bawaslu_RI @jokowi @Jokowi_Amin @prabowo @prabowo08 @sandiuno pic.twitter.com/0vHHnNtgf6,capres cawapres nomor urut kritik bijak makro ekonomi terap perintah indonesia kritik perintah https bit ly pujzk kpu ri kpu id bawaslu ri jokowi jokowi amin prabowo prabowo sandiuno pic twitter com vhhnntgf
netral,"@prabowo gak tega nyalahin jokoei...krn rezim jkw tdk kreatif..hanya meneruskan yg lalu... kt ekonom...ekonomi kl hanya 5%, gak perlu pemerintah..?  https://twitter.com/HMJUSUFRIZAL/status/1117104507698081792Â â€¦",prabowo gak tega nyalahin jokoei krn rezim jkw tdk kreatif terus yg kt ekonom ekonomi kl gak perintah https twitter com hmjusufrizal status
netral,Jokowi: Indonesia Akan Jadi Negara dengan Ekonomi Terkuat Ke-4.  https://nasional.kompas.com/read/2019/04/13/17515991/jokowi-indonesia-akan-jadi-negara-dengan-ekonomi-terkuat-ke-4Â â€¦,jokowi indonesia negara ekonomi kuat https nasional kompas com read jokowi indonesia negara ekonomi kuat
negatif,Bohong @sandiuno @prabowo kalau tidak mengambil gaji hanya demi sebuah ambisi politik  https://twitter.com/RealForJKW/status/1117104782362079232Â â€¦,bohong sandiuno prabowo ambil gaji ambisi politik https twitter com realforjkw status
